Name,Description,Price,Image URL,Product URL
"Lato bord LN8
Warm black-Emparador marble",Det skulpturala sidobordet Lato LN8 är ett exklusivt litet bord designat av formgivaren Luca Nichetto for danska &Tradition. Bordet är tillverkat i pulverlackerat järn med en fot i marmor och har en form som inspirerats av en godisklubba som vänts upp och ner och försetts med en bordsskiva. Bordet är på så vis både en skulptur och ett bord i ett som verkligen blir ett blickfång i ditt hem! Välj mellan olika färger.,4 532 kr,https://www.nordicnest.se/assets/blobs/tradition-lato-bord-ln8-warm-black-emparador-marble/31213-01_1_IM-cd96c1edf5.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/tradition/lato-bord-ln8/?variantId=31213-01
"Bow Console bord 70,5x80 cm
Coffee","Bow Console bord 70,5x80 cm från danska 101 Copenhagen är tillverkad av lättviktsfiberbetong och handmålad med flera lager för att skapa en stark yta. Det smala avlastningsbordet är designat av Kristian Sofus Hansen & Tommy Hyldahl som inspirerats av romarrikets vackra valv vid formgivningen.",9 995 kr,https://www.nordicnest.se/assets/blobs/101-copenhagen-bow-console-bord-705x80-cm-coffee/569182-01_1_ProductImageMain-aa97f55de4.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/101-copenhagen/bow-console-bord-705x80-cm/?variantId=569182-01
"Square säng- och hallhylla
Sand",Square säng- och hallhylla från svenska 1898 är ett innovativt sängbord med två lådor som står på två höga ben. Kombinera gärna säng- och hallhyllan med Square-seriens andra lättplacerade förvaringsmöbler.,3 965 kr,https://www.nordicnest.se/assets/blobs/1898-square-sang-och-hallhylla-sand/Square-s%C3%A4ng-hallhylla-sand-6e50b47277.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/1898/square-sang-och-hallhylla/?variantId=530313-01
"Square säng- och hallhylla
Vit",Square säng- och hallhylla från svenska 1898 är ett innovativt sängbord med två lådor som står på två höga ben. Kombinera gärna säng- och hallhyllan med Square-seriens andra lättplacerade förvaringsmöbler.,2 817 kr,https://www.nordicnest.se/assets/blobs/1898-square-sang-och-hallhylla-vit/513281-01_1_ProductImageMain-a570d8f43a.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/1898/square-sang-och-hallhylla/?variantId=513281-01
"Accent matbord runt
black stained oak, ø110 cm","Accent matbord runt från Mater är ett stilfullt tillskott till Accent-kollektionen, designad av Space Copenhagen. Detta matbord kombinerar skulpturala former med genuin hantverksestetik. Tillverkat av solid FSC-certifierad ek, bordet är betsat i en elegant sirkagrå nyans. Perfekt för att skapa en inbjudande matplats, Accent matbord rundar av rummet med sin karakteristiska design, samtidigt som det hedrar Maters ikoniska stil och hållbarhet.",17 195 kr,https://www.nordicnest.se/assets/blobs/mater-accent-matbord-runt-black-stained-oak-110-cm/Mater_01425_Accent_DiningTable_%C3%98110_Black_Packshot-e80769bcfc.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/mater/accent-matbord-runt/?variantId=547170-01
"Androgyne loungebord
Oak dark stained","Androgyne Loungebord från Audo Copenhagen är ett vackert och uppseendeväckande bord vars ursprungsdesign kommer från den norska designern Danielle Siggerud. Androgyne är ett mångsidigt bord som passar lika bra som soffbord, loungebord eller som bänk till vackra stilleben.",7 553 kr,https://www.nordicnest.se/assets/blobs/audo-copenhagen-androgyne-loungebord-oak-dark-stained/555394-01_1_ProductImageMain-91e4766830.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/audo-copenhagen/androgyne-loungebord/?variantId=555394-01
"Flower mono bord 84x90 cm
H45cm-ek natur-krom","Flower mono bord 84x90 cm från svenska Swedese är ett lågt bord med en bordskiva i trä som formgivits som en blomma och med ett underrede i stål. Tack vare bordets låga design passar det utmärkt som soffbord, oavsett vilken bredd på ditt Flower-bord du väljer.",9 697 kr,https://www.nordicnest.se/assets/blobs/swedese-flower-mono-bord-84x90-cm-h45cm-ek-natur-krom/546704-01_1_ProductImageMain-c814b8d616.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/swedese/flower-mono-bord-84x90-cm/?variantId=546704-01
"Alfred matbord 90x220 cm
Vitpigmenterad ek",Alfred matbord 90x220 cm från svenska 1898 är ett bord i ekfanérad MDF där designern Ehlén Johansson lyckats med den praktiska formgivningen att ha iläggsskivorna förvarade i lådor under bordet. Med detta matbord medföljer 2 st iläggsskivor á 50 cm.,23 366 kr,https://www.nordicnest.se/assets/blobs/1898-alfred-matbord-90x220-cm-vitpigmenterad-ek/513236-01_1_ProductImageMain-646496f59b.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/1898/alfred-matbord-90x220-cm/?variantId=513236-01
"Grow soffbord
ek klarlack, large","Grow soffbord från Normann Copenhagen är skapat av Simon Legald i massiv ek. Med inspiration från klassisk dansk shaker-stil representerar det lyxen i enkelhet. Bordets avfasade kanter och ovala ben ger en visuell lätthet, medan benen sömlöst övergår från bordsskivan, vilket ger ett intryck av växande form. Passar perfekt för att framhäva den vackra ådringen i eken och utstrålar tidlös elegans.",8 619 kr,https://www.nordicnest.se/assets/blobs/normann-copenhagen-grow-soffbord-ek-klarlack-large/602282_Normann_Copenhagen_Grow_Table_70x120cm_Oak_1-5b3b941ba3.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/normann-copenhagen/grow-soffbord/?variantId=529654-01
"Isola soffbord
Natural",Isola soffbord från ferm LIVING är ett vackert hantverk tillverkat av rotting och plywood. Dess naturliga charm och moderna design skapar en organisk skönhet i ditt vardagsrum. Bordets mjukt böjda form ger ett raffinerat men samtidigt mysigt intryck som blir rummets mittpunkt.,4 216 kr,https://www.nordicnest.se/assets/blobs/ferm-living-isola-soffbord-natural/613419-01_1_ProductImageMain-2504bd1b03.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/ferm-living/isola-soffbord/?variantId=613419-01
"Mineral matbord
vit, marmor bianco curia","Mineral matbord är idealiskt för små boendeytor och utstrålar diskret exklusivitet. Det är tillverkat i Bianco Curia-marmor där den distinkta brutna kanten av bordsskivan har skapats för hand med en mejsel, vilket gör varje bord unikt. Marmorytan har fått en delikat behandling som ger den en subtil glans samtidigt som den gör den mer motståndskraftig mot vardagsbruk.",12 187 kr,https://www.nordicnest.se/assets/blobs/ferm-living-mineral-matbord-vit-marmor-bianco-curia/Mineral-matbord-vit-1-621f182b26.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/ferm-living/mineral-matbord/?variantId=562405-01
"Distinct soffbord
Dark Brown Travertine",Distinct soffbord från danska Ferm Living är ett lågt bord tillverkad av travertin med bordsskivor i två olika nivåer och en design inspirerad av japansk minimalism. Soffbordet har ett spännande formspråk där bordets raka linjer står i kontrast till kalkstenens fina skiftningar. Distinct soffbord är ett vackert och spännande bord som enkelt kan kombineras med olika inredningsstilar.,12 889 kr,https://www.nordicnest.se/assets/blobs/ferm-living-distinct-soffbord-dark-brown-travertine/579986-01_1_ProductImageMain-aa5b8ef5b5.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/ferm-living/distinct-soffbord/?variantId=579986-01
"Flower mono bord 107x114 cm
H45 Ek lackad-nutmeg RAL1019","Flower mono bord 107x114 cm från svenska Swedese är ett lågt bord med en bordskiva i trä som formgivits som en blomma och med ett underrede i stål. Tack vare bordets låga design passar det utmärkt som soffbord, oavsett vilken bredd på ditt Flower-bord du väljer.",13 209 kr,https://www.nordicnest.se/assets/blobs/swedese-flower-mono-bord-107x114-cm-h45-ek-lackad-nutmeg-ral1019/576319-01_1_ProductImageMain-ed782e496b.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/swedese/flower-mono-bord-107x114-cm/?variantId=576319-01
"Höllviken skrivbord
ek vitpigment","Höllviken skrivbord från Mavis är tillverkat i ek och har en elegant bordsskiva med topp av återbrukat läder. Designen av Martina Elgemark förenar skandinavisk minimalism med varma, naturliga material för att skapa ett harmoniskt och funktionellt uttryck. Skrivbordet passar perfekt i hemmakontoret eller som ett stilfullt arbetsbord i vardagsrummet, där kombinationen av ek och läder ger en exklusiv känsla samtidigt som det erbjuder praktisk yta för arbete och kreativitet.",13 170 kr,https://www.nordicnest.se/assets/blobs/mavis-hollviken-skrivbord-ek-vitpigment/542038-01_1_ProductImageMain-efad97a261.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/mavis/hollviken-skrivbord/?variantId=542038-01
"Androgyne sidobord Ø50 cm mörkbetsad ek
Mörkbetsad ek-bordsskiva",Androgyne sidobord Ø50 cm mörkbetsad ek från danska Audo Copenhagen är ett runt litet bord som kombinerar två klassiska former för att skapa en vacker kontrast. Den runda bordsskivan står placerad på den rektangulära ekbasen vilket skapar ett spännande möte mellan mjuka och hårda linjer. Det inre tomrummet mellan bordsbenen bildar en vacker silhuett. Sidobordet blir perfekt till bredvid soffan eller din favoritfåtölj.,5 486 kr,https://www.nordicnest.se/assets/blobs/audo-copenhagen-androgyne-sidobord-50-cm-morkbetsad-ek-morkbetsad-ek-bordsskiva/506072-01_1_ProductImageMain-51c90e8a8e.jpg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/audo-copenhagen/androgyne-sidobord-o50-cm-morkbetsad-ek/?variantId=506072-01
"Flower mono bord 84x90 cm
H45 cm Ask vitlaserad","Flower mono bord 84x90 cm från svenska Swedese är ett lågt bord med en bordskiva i trä som formgivits som en blomma och med ett underrede i stål. Tack vare bordets låga design passar det utmärkt som soffbord, oavsett vilken bredd på ditt Flower-bord du väljer.",8 566 kr,https://www.nordicnest.se/assets/blobs/swedese-flower-mono-bord-84x90-cm-h45-cm-ask-vitlaserad/511963-01_1_ProductImageMain-aab7033c6a.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/swedese/flower-mono-bord-84x90-cm/?variantId=511963-01
"In Between bord SK4
Ljus oljad ek","In Between bord SK4 är formgiven av Sami Kallio för danska varumärket &Tradition. Det runda matbordet är tillverkat i betsad eller oljad ek och är ett stilrent och vackert matbord som passar in i många hem. Här kan du slå dig ner och äta din frukost, middag eller ta en kopp kaffe med några vänner.",13 470 kr,https://www.nordicnest.se/assets/blobs/tradition-in-between-bord-sk4-ljus-oljad-ek/36722-03-01-4cc15cd6a4.jpg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/tradition/in-between-bord-sk4/?variantId=36722-03
"Arc soffbord Ø89 cm
Oljad ek",Arc soffbord Ø89 cm från danska Woud är tillverkat av trä i en mjuk rund form med tre ben framtagen av Julie Begtrup och Ditte Vad. Bordet är både vackert och funktionellt och under den snurrbara bordsskivan hittar du ett dolt förvaringsutrymme för de småsaker som du vill ha nära till hands.,10 507 kr,https://www.nordicnest.se/assets/blobs/woud-arc-soffbord-89-cm-oljad-ek/566199-01_1_ProductImageMain-c796250dfb.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/woud/arc-soffbord-o89-cm/?variantId=566199-01
"String arbetsskiva 78x58 cm
vit","String arbetsskiva från String är en praktisk lösning för kök eller hall. Den hanterar upp till 15 kg och är kompatibel med trådgavlar med ett djup på 30 cm. Skivan är lätt att justera i höjd, vilket ger flexibilitet och funktionalitet. Skapad av Nisse Strinning, erbjuder den en smidig arbets- eller avlastningsyta för ditt hem.",1 195 kr,https://www.nordicnest.se/assets/blobs/string-string-arbetsskiva-78x58-cm-vit/04108001072-4ce673422b.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/string/stringhylla-arbetsskiva/?variantId=565256-01
"Knutskog soffbord 115x52x41 cm
Naturlackad ek",Knutskog soffbord 115x52x41 cm från det svenska varumärket 1898 är ett soffbord med fokus på funktionalitet. Med sin flyttbara bricka kan du med lätthet dölja tv kontroller eller tidningar när ett avskalat yttre är önskvärt. Soffbordet är designat för att passa in och underlätta.,7 196 kr,https://www.nordicnest.se/assets/blobs/1898-knutskog-soffbord-115x52x41-cm-naturlackad-ek/594114-01_1_ProductImageMain-d20176e61e.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/1898/knutskog-soffbord-115x52x41-cm/?variantId=594114-01
"Alfred matbord 90x160 cm
Vitpigmenterad ek",Alfred matbord 90x160 cm från svenska 1898 är ett bord i ekfanérad MDF där designern Ehlén Johansson lyckats med den praktiska formgivningen att ha iläggsskivorna förvarade i lådor under bordet. Med detta matbord medföljer 1 st iläggsskiva á 50 cm.,22 190 kr,https://www.nordicnest.se/assets/blobs/1898-alfred-matbord-90x160-cm-vitpigmenterad-ek/513235-01_1_ProductImageMain-64ff4d8020.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/1898/alfred-matbord-90x160-cm/?variantId=513235-01
"Arcs Trolley High serveringsvagn
Auburn red",Arcs Trolley High från HAY är en praktisk och stilfull vagn som förenklar förvaringen i ditt hem. Vagnen fungerar även utmärkt som serveringsvagn då den gör serveringen både smidigare och förhöjer upplevelsen för dina gäster. Med sina smarta kurvor och funktionella design blir den en praktisk lösning för att organisera dina saker. Vagnen är genomtänkt och passar perfekt in i olika inredningsstilar. Med hjälp av smidiga hjul kan du enkelt förflytta den dit den behövs. Arcs Trolley High är det perfekta valet för att förbättra ordningen och ge en elegant touch till ditt hem på ett användarvänligt sätt.,2 952 kr,https://www.nordicnest.se/assets/blobs/hay-arcs-trolley-high-serveringsvagn-auburn-red/586303-01_1_ProductImageMain-bbfd1eb3c4.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/hay/arcs-trolley-high/?variantId=586303-01
"Bølling Tray Table model 50 rullbord
ek olja, oljat ekstativ","Bølling Tray Table model 50 från Brdr. Krüger är ritat av Hans Bølling 1963. Detta praktiska sidobord i trä med vändbara, löstagbara brickor och hjul finns i en mängd olika utföranden. En modern designklassiker.",8 984 kr,https://www.nordicnest.se/assets/blobs/brdr-kruger-blling-tray-table-model-50-rullbord-ek-olja-oljat-ekstativ/kruger-rullbord-50-oljad-ek-natural-7684368b91.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/brdr-kruger/kruger-50-rullbord/?variantId=544050-01
"Insert sidobord
svart",Insert är ett kreativt designat sidobord med ett modernt utseende från danska designföretaget Ferm Living. Bordet är tillverkat i solitt askträ och består av en rejäl cylinderformad bas med en lätt ovalformad topp. Insert är inte bara ett praktiskt bord att använda utan är även mycket dekorativt. Då bordet är i en mindre storlek passar det bra in i de flesta rum och hjälper till att skapa ett snyggare helhetsintryck.,5 820 kr,https://www.nordicnest.se/assets/blobs/ferm-living-insert-sidobord-svart/34654-02-01-ecfb07c1b7.jpg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/ferm-living/insert-sidobord/?variantId=34654-02
"Kofi soffbord
Oak-ribbed glass, 80 cm","Kofi soffbord från HAY är formgivet av Martin Solem och kombinerar en träram med glastopp. De rena proportionerna och distinkta linjerna skapar en tidlös estetik. Bordet finns med olika vattenbaserade ytbehandlingar och glastoppen erbjuds i klart, ribbat, gråtonat eller blåtonat glas. Med olika valmöjligheter passar Kofi i flera olika inredningsstilar och hem.",6 876 kr,https://www.nordicnest.se/assets/blobs/hay-kofi-soffbord-oak-ribbed-glass-80-cm/Kofi-soffbord-ek-ribbat-80-44af19e2b0.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/hay/kofi-soffbord/?variantId=535442-01
"Arc soffbord Ø89 cm
Svartmålad ask",Arc soffbord Ø89 cm från danska Woud är tillverkat av trä i en mjuk rund form med tre ben framtagen av Julie Begtrup och Ditte Vad. Bordet är både vackert och funktionellt och under den snurrbara bordsskivan hittar du ett dolt förvaringsutrymme för de småsaker som du vill ha nära till hands.,9 224 kr,https://www.nordicnest.se/assets/blobs/woud-arc-soffbord-89-cm-svartmalad-ask/566198-01_1_ProductImageMain-5ae08f56c4.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/woud/arc-soffbord-o89-cm/?variantId=566198-01
"Carl matbord delbart Ø115 cm
Björk vitolja",Carl matbord delbart Ø115 cm från Stolab är ett runt förlängningsbart bord med plats för upp till fyra iläggsskivor. Vill du använda bordet med fler än två iläggsskivor så behöver du komplettera med ett stödben. Det mjuka formspråket på Carl-bordet är en hyllning till Carl Malmsten och Lilla Åland. Bordsskivan har en fasad kant och de utställda benen har en behagligt svarvad form. Med sina mjuka former och klassiska uttryck är Carl är ett perfekt bord till Lilla Åland-stolarna.,15 950 kr,https://www.nordicnest.se/assets/blobs/stolab-carl-matbord-delbart-115-cm-bjork-vitolja/586266-01_1_ProductImageMain-6a749ab311.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/stolab/carl-matbord-delbart-o115-cm/?variantId=586266-01
"Distinct Grande Duo soffbord 133x70x35 cm
Travertine","Distinct Grande Duo soffbord 133x70x35 cm från Ferm Living är tillverkat av det naturliga materialet travertin. Bordet, inspirerat av japansk minimalism, består av två separata delar som kan användas tillsammans eller var för sig. Dess jordnära textur och arkitektoniska uttryck framhävs av den minimalistiska konstruktionen.",18 885 kr,https://www.nordicnest.se/assets/blobs/ferm-living-distinct-grande-duo-soffbord-133x70x35-cm-travertine/588570-01_1_ProductImageMain-fc83a37aa4.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/ferm-living/distinct-grande-duo-soffbord-133x70x35-cm/?variantId=588570-01
"Lato bord LN8
Lacquered oak-Crema diva marble",Det skulpturala sidobordet Lato LN8 är ett exklusivt litet bord designat av formgivaren Luca Nichetto for danska &Tradition. Bordet är tillverkat i pulverlackerat järn med en fot i marmor och har en form som inspirerats av en godisklubba som vänts upp och ner och försetts med en bordsskiva. Bordet är på så vis både en skulptur och ett bord i ett som verkligen blir ett blickfång i ditt hem! Välj mellan olika färger.,4 532 kr,https://www.nordicnest.se/assets/blobs/tradition-lato-bord-ln8-lacquered-oak-crema-diva-marble/504994-01_1_IM-09c31968e1.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/tradition/lato-bord-ln8/?variantId=504994-01
"Flower mono bord 84x90 cm
H39 Ek lackad-nutmeg RAL1019","Flower mono bord 84x90 cm från svenska Swedese är ett lågt bord med en bordskiva i trä som formgivits som en blomma och med ett underrede i stål. Tack vare bordets låga design passar det utmärkt som soffbord, oavsett vilken bredd på ditt Flower-bord du väljer.",9 350 kr,https://www.nordicnest.se/assets/blobs/swedese-flower-mono-bord-84x90-cm-h39-ek-lackad-nutmeg-ral1019/576324-01_1_ProductImageMain-5277dc7bfe.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/swedese/flower-mono-bord-84x90-cm/?variantId=576324-01
"Arc soffbord Ø66 cm
Valnöt",Arc soffbord från danska Woud är tillverkat av trä i en mjuk rund form med tre ben framtagen av Julie Begtrup och Ditte Vad. Bordet är både vackert och funktionellt och under den snurrbara bordsskivan hittar du ett dolt förvaringsutrymme för de småsaker som du vill ha nära till hands. Du kan även kombinera soffbordet Arc med sidobordet från samma serie för att skapa en vacker möbelgrupp.,7 446 kr,https://www.nordicnest.se/assets/blobs/woud-arc-soffbord-66-cm-valnot/500782-01_1_ProductImageMain-0174e50f22.jpg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/woud/arc-soffbord/?variantId=500782-01
"Flower bord 84x90 cm
H45cm-vit-valnöt-krom","Flower bord 84x90 cm från svenska Swedese är ett lågt bord med en bordskiva i laminat som formgivits som en blomma och med ett underrede i kromad stål. Tack vare bordets låga design passar det utmärkt som soffbord, oavsett vilken bredd på ditt Flower-bord du väljer.",9 814 kr,https://www.nordicnest.se/assets/blobs/swedese-flower-bord-84x90-cm-h45cm-vit-valnot-krom/523133-01_1_ProductImageMain-13a34b521e.png?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/swedese/flower-bord-84x90-cm/?variantId=523133-01
"Flower bord 107x114 cm
H45 cm-vit-ek-krom","Flower bord 107x114 cm från svenska Swedese är ett lågt bord med en bordskiva i laminat som formgivits som en blomma och med ett underrede i stål. Tack vare bordets låga design passar det utmärkt som soffbord, oavsett vilken bredd på ditt Flower-bord du väljer.",9 675 kr,https://www.nordicnest.se/assets/blobs/swedese-flower-bord-107x114-cm-h45-cm-vit-ek-krom/511935-01_1_ProductImageMain-48ae61f82e.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/swedese/flower-bord-107x114-cm/?variantId=511935-01
"Bølling Tray Table model 50 rullbord
stone, oljat ekstativ","Bølling Tray Table model 50 från Brdr. Krüger är ritat av Hans Bølling 1963. Detta praktiska sidobord i trä med vändbara, löstagbara brickor och hjul finns i en mängd olika utföranden. En modern designklassiker.",8 073 kr,https://www.nordicnest.se/assets/blobs/brdr-kruger-blling-tray-table-model-50-rullbord-stone-oljat-ekstativ/kruger-rullbord-50-oljad-ek-stone-f93593472e.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/brdr-kruger/kruger-50-rullbord/?variantId=543967-01
"Bowler sidobord
Black-granite","Bowler sidobord från HAY är perfekt för små utrymmen. Bordet har ett stålrör som sträcker sig uppåt och fungerar som ett praktiskt handtag. Tillverkat av pulverlackat stål, erbjuder det en hållbar yta, medan den stabila granitbasen ger trygg tyngd. Denna kombination ger bordet balans utan att göra det otympligt. Bowler levereras omonterad för enkel transport och hantering.",2 750 kr,https://www.nordicnest.se/assets/blobs/hay-bowler-sidobord-black-granite/Bowler-sidobord-svart-b444383d5a.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/hay/bowler-sidobord/?variantId=533618-01
"Bølling Tray Table model 50 rullbord
earth, oljat valnötsstativ","Bølling Tray Table model 50 från Brdr. Krüger är ritat av Hans Bølling 1963. Detta praktiska sidobord i trä med vändbara, löstagbara brickor och hjul finns i en mängd olika utföranden. En modern designklassiker.",10 998 kr,https://www.nordicnest.se/assets/blobs/brdr-kruger-blling-tray-table-model-50-rullbord-earth-oljat-valnotsstativ/kruger-rullbord-50-oljad-valnot-earth-f6332bcbcb.jpeg?preset=medium&dpr=2,https://www.nordicnest.se/varumarken/brdr-kruger/kruger-50-rullbord/?variantId=544020-01
