Name,Description,Price,Image URL,Product URL
"Matstol Nieuwe 4-Pack
Valnöt",No description exists for this product!,4 799 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-matstol-nieuwe-4/2165927(5)-0db623d0bb.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/matstol-nieuwe-4-pack-valn%C3%B6t-p1665927
"Matstol Leo Konstläder
Pu/Vit","Leo är en modern matstol som passar utmärkt i det stilsäkra hemmet. Stolen är inte bara snygg utan också praktisk, då klädseln i konstläder är lätt att hålla ren med en fuktig trasa. Ett effektfullt och snyggt komplement till den svarta sitsen är de vita träbenen. Stolen erbjuder hög sittkomfort med stoppad sits och hög rygg, vilket gör att du kan sitta länge i den utan problem. Kombinera stolen med ett matbord ur vårt stora sortiment! ",519 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-matstol-leo-konstl%C3%A4der/520109(1)-ab39f693da.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/matstol-leo-konstl%C3%A4der-puvit-p653265-v92246
"Matstol Skagana Massiv Valnöt
Brun",No description exists for this product!,1 099 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-matstol-skagana-massiv-valn%C3%B6t-brun/2098409(1)-cdeb6d2c15.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/matstol-skagana-massiv-valn%C3%B6t-brun-p1598409
"Fåtölj Ophelia Sammet
Grå/Mörkbrun",Ophelia är en lyxig matstol i hög klass. Stolen har en fåtöljliknande design och är stoppad i såväl rygg- som sittdel vilket ger en mycket god sittkomfort. Stolen är klädd i ett exklusivt sammetstyg och har sammetsklädda dekorationsknappar längs ryggen vilket ger stolen en stilfull touch. De lätt vinklade benen ger en härlig karaktär. Med Ophelia skapar du en lyxig matplats där du sitter bekvämt hela kvällen.,1 599 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-f%C3%A5t%C3%B6lj-ophelia-sammet-gr%C3%A5m%C3%B6rkbrun/576838(1)-3ce7b91a6f.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/f%C3%A5t%C3%B6lj-ophelia-sammet-gr%C3%A5m%C3%B6rkbrun-p651583-v153142
"Köksstol Pasi 2-pack Sammet
Svart",No description exists for this product!,3 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-k%C3%B6ksstol/900089(9)-c531ed2f1b.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/k%C3%B6ksstol-pasi-2-pack-sammet-svart-p400089
"Köksstol Aiwa Konstläder 4-pack
Ljusgrå|Krom",No description exists for this product!,3 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-k%C3%B6ksstol-aiwa-konstl%C3%A4der-4/937161(1)-8cd8350398.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/k%C3%B6ksstol-aiwa-konstl%C3%A4der-4-pack-ljusgr%C3%A5krom-p437161
"Matstol Radella
Brun",Radella matstol omges av en trendig aura med inslag av retro. Klassisk naturrotting utgör sitsen och ryggstödet har en strikt och stilren design. Stolens utformning med lätt vinklat ryggstöd ger en bekväm sittkomfort.,1 099 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-matstol-radella-brun/1151351(7)-58a6eae4d0.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/matstol-radella-brun-p651351
"Matstol Heathrow
Svart",No description exists for this product!,899 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-matstol-heathrow-svart/1904065(9)-2fbed60651.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/matstol-heathrow-svart-p1404065
"Karmstol Clanton
Mörkrosa/Guld",No description exists for this product!,2 399 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-karmstolar-karmstol-clanton-m%C3%B6rkrosaguld/1745041(13)-b9e301fb0f.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/karmstolar/karmstol-clanton-m%C3%B6rkrosaguld-p1245041
"Matstol Mondine Konstläder
Vit|Rostfritt Stål",No description exists for this product!,1 599 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-matstol-mondine-konstl%C3%A4der-vitrostfritt-st%C3%A5l/1297783(1)-8024f7db92.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/matstol-mondine-konstl%C3%A4der-vitrostfritt-st%C3%A5l-p1683307-v797783
"Köksstol Isolde
Linne|Trä",No description exists for this product!,1 099 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-k%C3%B6ksstol-isolde-linnetr%C3%A4/663610(1)-f98cbd53ab.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/k%C3%B6ksstol-isolde-linnetr%C3%A4-p1702530-v246781
"Köksstol Ophelia
Sand|Beige",Ophelia är en lyxig matstol i hög klass. Stolen har en fåtöljliknande design och är stoppad i såväl rygg- som sittdel vilket ger en mycket god sittkomfort. Stolen är klädd i ett exklusivt sammetstyg och har sammetsklädda dekorationsknappar längs ryggen vilket ger stolen en stilfull touch. De lätt vinklade benen ger en härlig karaktär. Med Ophelia skapar du en lyxig matplats där du sitter bekvämt hela kvällen.,1 599 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-k%C3%B6ksstol-ophelia-sandbeige/952430-e2a5f979c0.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/k%C3%B6ksstol-ophelia-sandbeige-p1669652-v452430
"Berit Karmstol
Brun",No description exists for this product!,999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-berit-karmstol-brun/SYN0003868(1)-86a2c58de4.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/berit-karmstol-brun-p3054968
"Manor House
Köksstol Dutch Vintage Konstläder
Mörkbrun","Dutch är en trendig stol i retromodern design som andas stilfull vintage! Ett underrede i metall i kombination med en stoppad sits och rygg i mjukt PU-tyg ger stolen karaktär. Lätt fjädring i underredet ger stolen en bekväm svikt med hög komfort. I Dutch kan du bekvämt luta dig tillbaka och vara säker på att du sitter riktigt skönt, även under längre stunder. Dutch stolar i kombination med ett snyggt matbord tar matsalen till nya höjder! Eller varför inte låta en Dutch stol ensam stå i centrum? Oavsett vart du väljer att placera Dutch så blir det garanterat en succé och en riktig favorit att njuta av under en lång tid framöver! ",1 399 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-k%C3%B6ksstol-dutch-vintage-konstl%C3%A4der-m%C3%B6rkbrun/644794(1)-7603bb93e6.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/k%C3%B6ksstol-dutch-vintage-konstl%C3%A4der-m%C3%B6rkbrun-p654891-v223497
"Velvet Deluxe Matstol Manchester
Svart/Beige",Valera Matstol Manchester är en elegant och stilren matstol som passar perfekt in i ditt kök eller matrum. Med sin skandinaviska design och bekväma sittposition är den både funktionell och estetiskt tilltalande.,1 299 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-velvet-deluxe-matstol-manchester-svartbeige/952381(1)-724e73fffc.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/velvet-deluxe-matstol-manchester-svartbeige-p452381
"Karmstol Clanton
Krämvit/Guld",No description exists for this product!,2 199 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-karmstol-clanton-kr%C3%A4mvitguld/1744959(15)-95f3bff207.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/karmstol-clanton-kr%C3%A4mvitguld-p1683313-v1244959
"Day Matstol
Offwhite",No description exists for this product!,849 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-day-matstol-offwhite/SYN0009229(1)-fd98030a23.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/day-matstol-offwhite-p3060384
"Fåtölj Ophelia
Beige/Vintage",No description exists for this product!,1 599 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-f%C3%A5t%C3%B6lj-ophelia-beigevintage/520112(1)-cd0613cee4.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/f%C3%A5t%C3%B6lj-ophelia-beigevintage-p224085-v92249
"Matstol Hoping
Grön",No description exists for this product!,999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-matstol-hoping-gr%C3%B6n/2093982(5)-ba3fbe8383.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/matstol-hoping-gr%C3%B6n-p1593982
"Matstol Skagana Massiv Valnöt
Brun",No description exists for this product!,1 499 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-matstol-skagana-massiv-valn%C3%B6t-brun/2098410(1)-f2a883083c.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/matstol-skagana-massiv-valn%C3%B6t-brun-p1598410
"Matstol Saemde
Svart/Natur",No description exists for this product!,1 399 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-matstol-saemde-svartnatur/1898293(1)-c50560ebd7.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/matstol-saemde-svartnatur-p1398293
"Köksstol Miana Plast 4-pack
Vit",No description exists for this product!,2 599 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-k%C3%B6ksstol-miana/937121(1)-ef09bc3b51.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/k%C3%B6ksstol-miana-plast-4-pack-vit-p437121
"Matstol Skagana Massiv Ek
Brun",No description exists for this product!,1 099 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-matstol-skagana-massiv-ek-brun/2098423(4)-691a4c6b41.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/matstol-skagana-massiv-ek-brun-p1598423
"Matstol Derito
Vit","Matstol Derito Vit är en underbar och inbjudande spisestol som kommer att lysa upp ditt hem. Den här stilen från Derito-serien är gjord av trä, både sitsen och benen, vilket ger den en varm och charmig look. Med en sitthöjd på 46 cm är den skapad för att vara både bekväm och vacker, perfekt för att skapa en mysig och avslappnad atmosfär runt köksbordet eller matbordet.",499 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-matstol-derito-vit/1452523(8)-78b24e88fd.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/matstol-derito-vit-p952523
"Matstol Sonnarp
Svart/Konstläder",No description exists for this product!,749 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-matstol-sonnarp-svartkonstl%C3%A4der/1280335(2)-9df206d421.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/matstol-sonnarp-svartkonstl%C3%A4der-p1683279-v780335
"Eliga Matstol
Beige",No description exists for this product!,2 599 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-eliga-matstol-beige/SYN0015916(1)-2a2bb6fa4f.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/eliga-matstol-beige-p3068100
"Karmstol Weatherly
Beige",No description exists for this product!,1 399 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-karmstol-weatherly-beige/SYN0004261(1)-7f0690ce75.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/karmstol-weatherly-beige-p3055361
"Modesto Matstol
Beige",No description exists for this product!,799 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-modesto-matstol-beige/2206881(28)-8baade9f14.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/modesto-matstol-beige-p1706881
"Modesto Matstol
Mörkgrå",No description exists for this product!,949 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-modesto-matstol-m%C3%B6rkgr%C3%A5/2206876(28)-1e953837af.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/modesto-matstol-m%C3%B6rkgr%C3%A5-p1706876
"Köksstol Ophelia
Mörkgrå",Ophelia är en lyxig matstol i hög klass. Stolen har en fåtöljliknande design och är stoppad i såväl rygg- som sittdel vilket ger en mycket god sittkomfort. Stolen är klädd i ett exklusivt sammetstyg och har sammetsklädda dekorationsknappar längs ryggen vilket ger stolen en stilfull touch. De lätt vinklade benen ger en härlig karaktär. Med Ophelia skapar du en lyxig matplats där du sitter bekvämt hela kvällen.,1 599 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-k%C3%B6ksstol-ophelia-m%C3%B6rkgr%C3%A5/952438(1)-29e147e697.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/k%C3%B6ksstol-ophelia-m%C3%B6rkgr%C3%A5-p452438
"Karmstol Ulf
Ljusgrå/Ek",No description exists for this product!,899 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-karmstol-ulf-ljusgr%C3%A5ek/1683922(9)-1af271428b.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/karmstol-ulf-ljusgr%C3%A5ek-p1683291-v1183922
"Köksstol Ophelia
Brun",Ophelia är en lyxig matstol i hög klass. Stolen har en fåtöljliknande design och är stoppad i såväl rygg- som sittdel vilket ger en mycket god sittkomfort. Stolen är klädd i ett exklusivt sammetstyg och har sammetsklädda dekorationsknappar längs ryggen vilket ger stolen en stilfull touch. De lätt vinklade benen ger en härlig karaktär. Med Ophelia skapar du en lyxig matplats där du sitter bekvämt hela kvällen.,1 599 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-k%C3%B6ksstol-ophelia-brun/952428(1)-aa7edfdc57.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/k%C3%B6ksstol-ophelia-brun-p452428
"Velvet Matstol Sammet
Beige","Luisa Matstol i beige sammet har en skandinavisk design med en modern touch. Den mjuka sitsen och ryggstödet i lyxigt sammetstyg ger både komfort och stil till din matplats. Stolen har smala, svarta ben som skapar en fin kontrast mot den beigea sammetsklädseln och bidrar till en stabil konstruktion.",699 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-velvet-matstol-sammet-beige/838051(1)-ccabd7fe6f.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/velvet-matstol-sammet-beige-p338051
"Karmstol Olze
Mörkgrå",No description exists for this product!,1 599 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-karmstol-olze-m%C3%B6rkgr%C3%A5/SYN0004353(1)-4a19ec1b11.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/karmstol-olze-m%C3%B6rkgr%C3%A5-p3055453
"Velvet Deluxe Lyx Sammetstol
Mässing/Beige",No description exists for this product!,1 199 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-velvet-deluxe-lyx-sammetstol-m%C3%A4ssingbeige/952375(1)-7e28c04cb0.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/velvet-deluxe-lyx-sammetstol-m%C3%A4ssingbeige-p452375
"Stol Set Om 2 St Dakota Ii
Blå",No description exists for this product!,1 699 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-stol-set-om-2-st-dakota-ii-bl%C3%A5/1011201-4e2aaed3f2.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/stol-set-om-2-st-dakota-ii-bl%C3%A5-p511201
"Matstol Tirpsa 4-Pack
Valnöt/Beige",No description exists for this product!,4 999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-matstol-tirpsa-4/2165956(3)-9f460348e7.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/matstol-tirpsa-4-pack-valn%C3%B6tbeige-p1665956
"Matstol Degors
Svart/Natur",No description exists for this product!,999 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-matstol-degors-svartnatur/1898294(1)-8bb8bc16d9.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/matstol-degors-svartnatur-p1398294
"Köksstol Khloe Sammet
Grå|Svart","Matstolen Khloe bjuder på en komfort utöver det vanliga, tack vare sitt fåtöljlika formspråk. En mjuk och vadderad sits ramas in av sluttande armstöd. Ryggstödet är elegant pikerat, en detalj som lyfter vilket rum som helst .",749 kr,https://www.chilli.se/assets/blobs/m%C3%B6bler-stolar-matstolar-k%C3%B6ksstolar-k%C3%B6ksstol-khloe-sammet-gr%C3%A5svart/705275(7)-2a71884302.jpeg?preset=medium&dpr=2,https://www.chilli.se/m%C3%B6bler/stolar/matstolar-k%C3%B6ksstolar/k%C3%B6ksstol-khloe-sammet-gr%C3%A5svart-p289562
